rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,targetDt,year,genres,actors,directors,distributor,importer
6,6,23,OLD,20188404,암전,2019-08-15,721542175,1.3,704319175,4089.4,761578175,80975,79054,4115.3,85378,423,3152,20190818,2019,"미스터리,공포(호러)","서예지,진선규,서석규,서정우,진선규",김진원,TCO(주)더콘텐츠온,
7,7,-4,OLD,20180442,사자,2019-07-31,610046960,1.1,-2431192220,-79.9,12856028565,74320,-287113,-79.4,1602046,561,4617,20190818,2019,"미스터리,액션,판타지,공포(호러)","박서준,안성기,우도환,김근영,손우진",김주환,롯데컬처웍스(주)롯데엔터테인먼트,
8,8,14,OLD,20187959,원더랜드,2019-08-14,539958860,0.9,510814860,1752.7,570974860,70091,66539,1873.3,73851,404,2466,20190818,2019,"애니메이션,코미디,어드벤처,가족","소연,장민혁,안장혁,안소이,변영희",딜런 브라운,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트
9,9,-1,OLD,20198323,레드슈즈,2019-07-25,531864840,0.9,-516819570,-49.3,5698090650,67613,-68810,-50.4,731379,329,1997,20190818,2019,"애니메이션,코미디,판타지,어드벤처,멜로/로맨스","클로이 모레츠,샘 클라플린,지나 거손,패트릭 워버튼,짐 래쉬",홍성호,(주)넥스트엔터테인먼트월드(NEW),
10,10,-4,OLD,20183867,알라딘,2019-05-23,510300530,0.9,-1253210910,-71.1,106501169619,61146,-148082,-70.8,12501428,342,2224,20190818,2019,"어드벤처,가족,판타지","메나 마수드,윌 스미스,나오미 스콧",가이 리치,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
1,1,0,OLD,20196850,분노의 질주: 홉스&쇼,2019-08-14,8247686318,24.1,-9991057167,-54.8,26489229803,935430,-1094498,-53.9,2965558,1240,31578,20190825,2019,액션,"드웨인 존슨,제이슨 스타뎀,이드리스 엘바,바네사 커비",데이빗 레이치,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
2,2,1,OLD,20184621,엑시트,2019-07-31,6789163080,19.8,-8277990020,-54.9,70460109082,802644,-967597,-54.7,8351412,1017,25975,20190825,2019,"코미디,액션","조정석,임윤아,설도희,최재영,고두심",이상근,(주)씨제이이엔엠,
3,3,14,OLD,20184543,변신,2019-08-21,6720691442,19.6,6598432442,5397.1,6846946442,754709,740864,5351.1,768998,975,16362,20190825,2019,"공포(호러),스릴러","배성우,성동일,장영남,김혜준,조이현",김홍선,(주)에이스메이커무비웍스,
4,4,-2,OLD,20184462,봉오동 전투,2019-08-07,4738200330,13.8,-11514571885,-70.8,38419893158,566661,-1340994,-70.3,4506635,1128,23301,20190825,2019,"사극,액션,드라마","유해진,류준열,조우진,키타무라 카즈키,이케우치 히로유키",원신연,(주)쇼박스,
5,5,19,OLD,20185985,광대들: 풍문조작단,2019-08-21,3626197628,10.6,3577619628,7364.7,3674775628,427977,422535,7764.3,433419,806,15206,20190825,2019,사극,"조진웅,손현주,박희순,고창석,최원영",김주호,워너브러더스 코리아(주),
6,6,50,OLD,20171021,커런트 워,2019-08-22,1185221300,3.5,1180606300,25581.9,1189836300,130673,130144,24601.9,131202,276,5122,20190825,2019,드라마,"베네딕트 컴버배치,마이클 섀넌,니콜라스 홀트,톰 홀랜드,캐서린 워터스턴",알폰소 고메즈-레존,(주)이수C&E,(주)우성엔터테인먼트
7,7,-3,OLD,20182241,"안녕, 티라노: 영원히, 함께",2019-08-14,328182860,1.0,-770428560,-70.1,1484246280,44599,-93381,-67.7,189723,421,2510,20190825,2019,애니메이션,"시영준,정혜원,이세은,이현,김지혜",시즈노 코분,(주)넥스트엔터테인먼트월드(NEW),
8,8,-3,OLD,20183844,마이펫의 이중생활 2,2019-07-31,288042240,0.8,-693527250,-70.7,8406345615,38932,-89144,-69.6,1100521,295,1586,20190825,2019,"애니메이션,어드벤처,코미디","패튼 오스왈트,케빈 하트,에릭 스톤스트릿,제니 슬레이트,티파니 해디쉬",크리스 리노드,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
9,9,42,OLD,20191604,애프터,2019-08-22,321700780,0.9,314876780,4614.3,328524780,37112,36385,5004.8,37839,235,1663,20190825,2019,"드라마,멜로/로맨스","히어로 파인즈 티핀,조세핀 랭포드,셀마 블레어,제니퍼 빌즈,피터 갤러거",제니 게이지,판씨네마(주),판씨네마(주)
10,10,-1,OLD,20198323,레드슈즈,2019-07-25,185350170,0.5,-346514670,-65.2,5883440820,31355,-36258,-53.6,762734,153,1002,20190825,2019,"애니메이션,코미디,판타지,어드벤처,멜로/로맨스","클로이 모레츠,샘 클라플린,지나 거손,패트릭 워버튼,짐 래쉬",홍성호,(주)넥스트엔터테인먼트월드(NEW),
1,1,2,OLD,20184543,변신,2019-08-21,5999181420,21.7,-721510022,-10.7,12846127862,730362,-24347,-3.2,1499360,934,23271,20190901,2019,"공포(호러),스릴러","배성우,성동일,장영남,김혜준,조이현",김홍선,(주)에이스메이커무비웍스,
2,2,13,OLD,20181416,유열의 음악앨범,2019-08-28,5397579400,19.5,5288013860,4826.3,5510222940,672863,661551,5848.2,684517,1078,23509,20190901,2019,"멜로/로맨스,드라마","김고은,정해인,최강희,박해준,김국희",정지우,CGV아트하우스,
3,3,-1,OLD,20184621,엑시트,2019-07-31,4414601420,16.0,-2374561660,-35.0,74874710502,555600,-247044,-30.8,8907012,827,19251,20190901,2019,"코미디,액션","조정석,임윤아,설도희,최재영,고두심",이상근,(주)씨제이이엔엠,
4,4,-3,OLD,20196850,분노의 질주: 홉스&쇼,2019-08-14,3702597680,13.4,-4545088638,-55.1,30191827483,448803,-486627,-52.0,3414361,907,17609,20190901,2019,액션,"드웨인 존슨,제이슨 스타뎀,이드리스 엘바,바네사 커비",데이빗 레이치,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
5,5,41,OLD,20193665,47미터 2,2019-08-28,2503204810,9.1,2490883810,20216.6,2515525810,309921,308602,23396.7,311240,649,11564,20190901,2019,"공포(호러),스릴러","소피 넬리스,코린 폭스,브리안느 쥬,시스틴 로즈 스탤론",요하네스 로버츠,TCO(주)더콘텐츠온 | (주)제이앤씨미디어그룹,(유)조이앤시네마
6,6,-2,OLD,20184462,봉오동 전투,2019-08-07,1550103220,5.6,-3188097110,-67.3,39969996378,200371,-366290,-64.6,4707006,725,9703,20190901,2019,"사극,액션,드라마","유해진,류준열,조우진,키타무라 카즈키,이케우치 히로유키",원신연,(주)쇼박스,
7,7,-2,OLD,20185985,광대들: 풍문조작단,2019-08-21,1253096090,4.5,-2373101538,-65.4,4927871718,164006,-263971,-61.7,597425,711,10098,20190901,2019,사극,"조진웅,손현주,박희순,고창석,최원영",김주호,워너브러더스 코리아(주),
8,8,81,OLD,20194384,안나,2019-08-28,599186920,2.2,597440920,34217.7,600970920,73037,72843,37547.9,73250,431,4299,20190901,2019,액션,"사샤 루스,킬리언 머피,루크 에반스,헬렌 미렌",뤽 베송,판씨네마(주),판씨네마(주)
9,9,-3,OLD,20171021,커런트 워,2019-08-22,504832600,1.8,-680388700,-57.4,1694668900,63057,-67616,-51.7,194259,237,4462,20190901,2019,드라마,"베네딕트 컴버배치,마이클 섀넌,니콜라스 홀트,톰 홀랜드,캐서린 워터스턴",알폰소 고메즈-레존,(주)이수C&E,(주)우성엔터테인먼트
10,10,0,OLD,20198323,레드슈즈,2019-07-25,89461830,0.3,-95888340,-51.7,5972902650,23768,-7587,-24.2,786502,78,540,20190901,2019,"애니메이션,코미디,판타지,어드벤처,멜로/로맨스","클로이 모레츠,샘 클라플린,지나 거손,패트릭 워버튼,짐 래쉬",홍성호,(주)넥스트엔터테인먼트월드(NEW),
1,1,1,OLD,20181416,유열의 음악앨범,2019-08-28,3649747500,18.2,-1747831900,-32.4,9159970440,432896,-239967,-35.7,1117413,989,25150,20190908,2019,"멜로/로맨스,드라마","김고은,정해인,최강희,박해준,김국희",정지우,CGV아트하우스,
2,2,74,OLD,20192804,그것: 두 번째 이야기,2019-09-04,3598581737,17.9,3594036737,79076.7,3603126737,414575,414272,136723.4,414878,999,15684,20190908,2019,스릴러,"제임스 맥어보이,제시카 차스테인,빌 헤이더,제이 라이언,제임스 랜슨",안드레스 무시에티,워너브러더스 코리아(주),워너브러더스 코리아(주)
3,3,46,OLD,20193821,극장판 헬로카봇 : 달나라를 구해줘!,2019-09-04,2418107080,12.1,2407101080,21870.8,2444291080,316822,315841,32195.8,319417,889,8633,20190908,2019,애니메이션,"이지현,김용준,양정화,조경이,사문영","김진철,최신규",롯데컬처웍스(주)롯데엔터테인먼트,
4,4,-1,OLD,20184621,엑시트,2019-07-31,2581185380,12.9,-1833416040,-41.5,77455895882,308304,-247296,-44.5,9215316,732,17398,20190908,2019,"코미디,액션","조정석,임윤아,설도희,최재영,고두심",이상근,(주)씨제이이엔엠,
5,5,-4,OLD,20184543,변신,2019-08-21,2199261533,11.0,-3799919887,-63.3,15045389395,258319,-472043,-64.6,1757679,804,18310,20190908,2019,"공포(호러),스릴러","배성우,성동일,장영남,김혜준,조이현",김홍선,(주)에이스메이커무비웍스,
6,6,-2,OLD,20196850,분노의 질주: 홉스&쇼,2019-08-14,1637001560,8.2,-2065596120,-55.8,31828829043,193140,-255663,-57.0,3607501,652,11418,20190908,2019,액션,"드웨인 존슨,제이슨 스타뎀,이드리스 엘바,바네사 커비",데이빗 레이치,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
7,7,-2,OLD,20193665,47미터 2,2019-08-28,1082951493,5.4,-1420253317,-56.7,3598477303,129116,-180805,-58.3,440356,590,9310,20190908,2019,"공포(호러),스릴러","소피 넬리스,코린 폭스,브리안느 쥬,시스틴 로즈 스탤론",요하네스 로버츠,TCO(주)더콘텐츠온 | (주)제이앤씨미디어그룹,(유)조이앤시네마
8,8,-2,OLD,20184462,봉오동 전투,2019-08-07,476103200,2.4,-1074000020,-69.3,40446099578,60086,-140285,-70.0,4767092,485,4539,20190908,2019,"사극,액션,드라마","유해진,류준열,조우진,키타무라 카즈키,이케우치 히로유키",원신연,(주)쇼박스,
9,9,25,OLD,20194541,안녕 베일리,2019-09-05,333016700,1.7,318782800,2239.6,347250600,38155,36493,2195.7,39817,184,2137,20190908,2019,가족,"조시 게드,데니스 퀘이드,캐서린 프레스콧,마그 헬젠버거,베티 길핀",게일 맨쿠소,CGV아트하우스,(주)씨제이이엔엠
10,10,-3,OLD,20185985,광대들: 풍문조작단,2019-08-21,265043690,1.3,-988052400,-78.8,5192915408,34959,-129047,-78.7,632384,456,3137,20190908,2019,사극,"조진웅,손현주,박희순,고창석,최원영",김주호,워너브러더스 코리아(주),
1,1,18,OLD,20188750,나쁜 녀석들: 더 무비,2019-09-11,23769729184,44.0,23690376684,29854.6,23849081684,2671681,2662432,28786.2,2680930,1511,33175,20190915,2019,"범죄,액션","마동석,김상중,김아중,장기용,박형수",손용호,(주)씨제이이엔엠,
2,2,13,OLD,20184572,타짜: 원 아이드 잭,2019-09-11,14980561714,27.7,14842319414,10736.5,15132392014,1668205,1653945,11598.5,1684033,1429,28963,20190915,2019,"범죄,드라마","박정민,류승범,최유화,우현,윤제문",권오광,롯데컬처웍스(주)롯데엔터테인먼트,
3,3,10,OLD,20187322,"힘을 내요, 미스터 리",2019-09-11,7449055526,13.8,7276092526,4206.7,7664673526,859917,839872,4189.9,885846,990,19523,20190915,2019,"코미디,드라마","차승원,엄채영,박해준,정원중,김혜옥",이계벽,(주)넥스트엔터테인먼트월드(NEW),
4,4,-1,OLD,20193821,극장판 헬로카봇 : 달나라를 구해줘!,2019-09-04,1459352940,2.7,-958754140,-39.6,3903644020,183807,-133015,-42.0,503224,616,7325,20190915,2019,애니메이션,"이지현,김용준,양정화,조경이,사문영","김진철,최신규",롯데컬처웍스(주)롯데엔터테인먼트,
5,5,-1,OLD,20184621,엑시트,2019-07-31,1483894680,2.7,-1097290700,-42.5,78939790562,171764,-136540,-44.3,9387080,680,7864,20190915,2019,"코미디,액션","조정석,임윤아,설도희,최재영,고두심",이상근,(주)씨제이이엔엠,
6,6,-4,OLD,20192804,그것: 두 번째 이야기,2019-09-04,1216231090,2.3,-2382350647,-66.2,4819357827,142136,-272439,-65.7,557014,929,7680,20190915,2019,스릴러,"제임스 맥어보이,제시카 차스테인,빌 헤이더,제이 라이언,제임스 랜슨",안드레스 무시에티,워너브러더스 코리아(주),워너브러더스 코리아(주)
7,7,-6,OLD,20181416,유열의 음악앨범,2019-08-28,909471620,1.7,-2740275880,-75.1,10069442060,108141,-324755,-75.0,1225554,860,8648,20190915,2019,"멜로/로맨스,드라마","김고은,정해인,최강희,박해준,김국희",정지우,CGV아트하우스,
8,8,21,OLD,20194045,극장판 반지의 비밀일기,2019-09-11,437828530,0.8,417298530,2032.6,458358530,53829,51359,2079.3,56299,459,2564,20190915,2019,애니메이션,"방연지,김선혜,조경이,조진숙,채민지",한승우,(주)영화사 빅 | (주)버킷스튜디오,
9,9,-3,OLD,20196850,분노의 질주: 홉스&쇼,2019-08-14,353247270,0.7,-1283754290,-78.4,32182076313,42359,-150781,-78.1,3649860,561,3484,20190915,2019,액션,"드웨인 존슨,제이슨 스타뎀,이드리스 엘바,바네사 커비",데이빗 레이치,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
10,10,-5,OLD,20184543,변신,2019-08-21,330630990,0.6,-1868630543,-85.0,15376020385,40117,-218202,-84.5,1797796,660,4788,20190915,2019,"공포(호러),스릴러","배성우,성동일,장영남,김혜준,조이현",김홍선,(주)에이스메이커무비웍스,
1,1,0,OLD,20188750,나쁜 녀석들: 더 무비,2019-09-11,10404072340,44.9,-13365656844,-56.2,34253154024,1225839,-1445842,-54.1,3906769,1285,40307,20190922,2019,"범죄,액션","마동석,김상중,김아중,장기용,박형수",손용호,(주)씨제이이엔엠,
2,2,0,OLD,20184572,타짜: 원 아이드 잭,2019-09-11,3605221820,15.6,-11375339894,-75.9,18737613834,427569,-1240636,-74.4,2111602,1221,24824,20190922,2019,"범죄,드라마","박정민,류승범,최유화,우현,윤제문",권오광,롯데컬처웍스(주)롯데엔터테인먼트,
3,3,44,OLD,20192982,애드 아스트라,2019-09-19,3203286700,13.8,3197067700,51408.1,3209505700,352241,351550,50875.5,352932,853,13868,20190922,2019,"SF,스릴러","브래드 피트,토미 리 존스,리브 타일러,루스 네가,도날드 서덜랜드",제임스 그레이,이십세기폭스코리아(주),이십세기폭스코리아(주)
4,4,-1,OLD,20187322,"힘을 내요, 미스터 리",2019-09-11,1835563090,7.9,-5613492436,-75.4,9500236616,233644,-626273,-72.8,1119490,943,16579,20190922,2019,"코미디,드라마","차승원,엄채영,박해준,정원중,김혜옥",이계벽,(주)넥스트엔터테인먼트월드(NEW),
5,5,10,OLD,20193807,예스터데이,2019-09-18,1812109690,7.8,1672162240,1194.9,1959525140,211358,196560,1328.3,226984,816,14959,20190922,2019,드라마,"히메쉬 파텔,릴리 제임스,케이트 맥키넌,에드 시런,제임스 코든",대니 보일,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
6,6,-2,OLD,20193821,극장판 헬로카봇 : 달나라를 구해줘!,2019-09-04,431308500,1.9,-1028044440,-70.4,4334952520,55347,-128460,-69.9,558571,431,2872,20190922,2019,애니메이션,"이지현,김용준,양정화,조경이,사문영","김진철,최신규",롯데컬처웍스(주)롯데엔터테인먼트,
7,7,57,OLD,20184483,퍼펙트맨,2019-10-02,189555000,0.8,187283000,8243.1,191827000,30172,29888,10523.9,30456,69,195,20190922,2019,"코미디,드라마","설경구,조진웅,허준호,진선규,김사랑",용수,(주)쇼박스,
8,8,-2,OLD,20192804,그것: 두 번째 이야기,2019-09-04,235147660,1.0,-981083430,-80.7,5054505487,27453,-114683,-80.7,584467,293,1746,20190922,2019,스릴러,"제임스 맥어보이,제시카 차스테인,빌 헤이더,제이 라이언,제임스 랜슨",안드레스 무시에티,워너브러더스 코리아(주),워너브러더스 코리아(주)
9,9,-4,OLD,20184621,엑시트,2019-07-31,167522840,0.7,-1316371840,-88.7,79107313402,20760,-151004,-87.9,9407840,352,2335,20190922,2019,"코미디,액션","조정석,임윤아,설도희,최재영,고두심",이상근,(주)씨제이이엔엠,
10,10,1,OLD,20181103,벌새,2019-08-29,163060930,0.7,-68167270,-29.5,771853922,20162,-8175,-28.8,93366,91,1052,20190922,2019,드라마,"박지후,김새벽,정인기,이승연,박수연",김보라,(주)엣나인필름 | (주)콘텐츠판다,
1,1,21,OLD,20193601,장사리 : 잊혀진 영웅들,2019-09-25,5461257740,27.5,5422674740,14054.6,5499840740,685420,681133,15888.3,689707,1090,22976,20190929,2019,전쟁,"김명민,최민호,김성철,김인권,곽시양","김태훈,곽경택",워너브러더스 코리아(주),
2,2,-1,OLD,20188750,나쁜 녀석들: 더 무비,2019-09-11,4275687560,21.5,-6128384780,-58.9,38528841584,535456,-690383,-56.3,4442225,1114,28999,20190929,2019,"범죄,액션","마동석,김상중,김아중,장기용,박형수",손용호,(주)씨제이이엔엠,
3,3,23,OLD,20194456,양자물리학,2019-09-25,3124031790,15.7,3105105790,16406.6,3185618790,378974,375468,10709.3,387601,799,13628,20190929,2019,범죄,"박해수,서예지,김상호,김응수,변희봉",이성태,(주)메리크리스마스,
4,4,34,OLD,20199446,원스 어폰 어 타임... 인 할리우드,2019-09-25,1586338300,8.0,1575818300,14979.3,1596858300,195744,194486,15459.9,197002,678,9041,20190929,2019,"드라마,코미디","레오나르도 디카프리오,브래드 피트,마고 로비,에밀 허쉬,마가렛 퀄리",쿠엔틴 타란티노,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
