rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,targetDt,year,genres,actors,directors,distributor,importer
1,1,0,OLD,20183867,알라딘,2019-05-23,12835936750,32.8,354745060,2.8,58253286779,1473937,47710,3.3,6799704,1226,30236,20190623,2019,"어드벤처,가족,판타지","메나 마수드,윌 스미스,나오미 스콧",가이 리치,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
2,2,45,OLD,20184047,토이 스토리 4,2019-06-20,9876400800,25.2,9866340800,98075.0,9886460800,1115107,1114383,153920.3,1115831,1336,22235,20190623,2019,"애니메이션,어드벤처,코미디","톰 행크스,팀 알렌,애니 팟츠,토니 헤일,키아누 리브스",조시 쿨리,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
3,3,-1,OLD,20183782,기생충,2019-05-30,6373664080,16.3,-4864279420,-43.3,77955013325,750531,-573152,-43.3,9096332,1157,25101,20190623,2019,드라마,"송강호,이선균,조여정,최우식,박소담",봉준호,(주)씨제이이엔엠,
4,4,8,OLD,20198453,롱 리브 더 킹: 목포 영웅,2019-06-19,5786244540,14.8,5715334540,8060.0,5910629540,664895,655876,7272.2,680862,965,19197,20190623,2019,"액션,드라마","김래원,원진아,진선규,최귀화,주진모",강윤성,메가박스중앙(주) 플러스엠 엔터테인먼트 | (주)콘텐츠지오,
5,5,-2,OLD,20196657,맨 인 블랙: 인터내셔널,2019-06-12,1506235200,3.8,-4181749810,-73.5,7194220210,178639,-459162,-72.0,816440,921,13898,20190623,2019,"액션,코미디,SF","크리스 헴스워스,테사 톰슨,리암 니슨,엠마 톰슨",F. 게리 그레이,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트
6,6,20,OLD,20196655,존 윅 3: 파라벨룸,2019-06-26,673003172,1.7,654553172,3547.7,691453172,71221,69304,3615.2,73138,361,1291,20190623,2019,"액션,범죄,스릴러","키아누 리브스,할리 베리,로렌스 피쉬번,이안 맥쉐인",채드 스타헬스키,와이드 릴리즈(주) | (주)제이앤씨미디어그룹 | TCO(주)더콘텐츠온,(유)조이앤시네마
7,7,-2,OLD,20190273,천로역정: 천국을 찾아서,2019-06-13,519666400,1.3,3761870,0.7,1122552430,68293,2988,4.6,146086,326,2228,20190623,2019,"애니메이션,어드벤처",,로버트 페르난데스,(재)CBS | 주식회사 마운틴픽쳐스,(재)CBS
8,8,0,NEW,20190885,사탄의 인형,2019-06-20,438408530,1.1,438408530,100.0,438408530,46546,46546,100.0,46546,465,3565,20190623,2019,공포(호러),"마크 해밀,오브리 플라자,가브리엘 베이트먼,브라이언 타이리 헨리",라스 클리브버그,(주)이수C&E,주식회사 더쿱
9,9,-5,OLD,20182387,엑스맨: 다크 피닉스,2019-06-05,127119420,0.3,-774881780,-85.9,7634950480,15909,-92035,-85.3,861032,407,1946,20190623,2019,"액션,어드벤처,SF","제임스 맥어보이,마이클 패스벤더,제니퍼 로렌스,니콜라스 홀트,소피 터너",사이먼 킨버그,이십세기폭스코리아(주),이십세기폭스코리아(주)
10,10,-1,OLD,20190466,세상을 바꾼 변호인,2019-06-13,110431000,0.3,-15075330,-12.0,250009330,14274,-1122,-7.3,31379,170,1116,20190623,2019,드라마,"펠리시티 존스,아미 해머,저스틴 세럭스,캐시 베이츠,샘 워터스톤",미미 레더,CGV아트하우스,(주)씨제이이엔엠
1,1,0,OLD,20183867,알라딘,2019-05-23,12353155560,31.3,-482781190,-3.8,70606442339,1472093,-1844,-0.1,8271797,1199,28522,20190630,2019,"어드벤처,가족,판타지","메나 마수드,윌 스미스,나오미 스콧",가이 리치,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
2,2,0,OLD,20184047,토이 스토리 4,2019-06-20,9369684550,23.8,-506716250,-5.1,19256145350,1135265,20158,1.8,2251096,1129,28803,20190630,2019,"애니메이션,어드벤처,코미디","톰 행크스,팀 알렌,애니 팟츠,토니 헤일,키아누 리브스",조시 쿨리,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
3,3,3,OLD,20196655,존 윅 3: 파라벨룸,2019-06-26,5097583270,12.9,4424580098,657.4,5789036442,603023,531802,746.7,676161,849,13872,20190630,2019,"액션,범죄,스릴러","키아누 리브스,할리 베리,로렌스 피쉬번,이안 맥쉐인",채드 스타헬스키,와이드 릴리즈(주) | (주)제이앤씨미디어그룹 | TCO(주)더콘텐츠온,(유)조이앤시네마
4,4,-1,OLD,20183782,기생충,2019-05-30,3907057860,9.9,-2466606220,-38.7,81862071185,481649,-268882,-35.8,9577981,733,13167,20190630,2019,드라마,"송강호,이선균,조여정,최우식,박소담",봉준호,(주)씨제이이엔엠,
5,5,-1,OLD,20198453,롱 리브 더 킹: 목포 영웅,2019-06-19,2779148620,7.0,-3007095920,-52.0,8689778160,343594,-321301,-48.3,1024456,862,14843,20190630,2019,"액션,드라마","김래원,원진아,진선규,최귀화,주진모",강윤성,메가박스중앙(주) 플러스엠 엔터테인먼트 | (주)콘텐츠지오,
6,6,81,OLD,20199951,애나벨 집으로,2019-06-26,2437635690,6.2,2436105690,159222.6,2439165690,291158,290988,171169.4,291328,653,9094,20190630,2019,"공포(호러),미스터리,스릴러","패트릭 윌슨,베라 파미가,맥케나 그레이스,매디슨 아이스먼",게리 도버먼,워너브러더스 코리아(주),워너브러더스 코리아(주)
7,7,15,OLD,20182585,비스트,2019-06-26,1369761040,3.5,1340979040,4659.1,1400766040,173895,170697,5337.6,177340,737,9566,20190630,2019,"범죄,스릴러","이성민,유재명,전혜진,최다니엘,김호정",이정호,(주)넥스트엔터테인먼트월드(NEW),
8,8,-1,OLD,20190273,천로역정: 천국을 찾아서,2019-06-13,398396430,1.0,-121269970,-23.3,1520948860,53705,-14588,-21.4,199791,188,1252,20190630,2019,"애니메이션,어드벤처",,로버트 페르난데스,(재)CBS | 주식회사 마운틴픽쳐스,(재)CBS
9,9,9,OLD,20192022,마담 싸이코,2019-06-26,282147200,0.7,249968200,776.8,315462200,33309,29323,735.6,37437,197,2699,20190630,2019,"공포(호러),스릴러","클로이 모레츠,이자벨 위페르",닐 조단,(주)쇼박스,(주)쇼박스
10,10,-5,OLD,20196657,맨 인 블랙: 인터내셔널,2019-06-12,212062510,0.5,-1294172690,-85.9,7406282720,27263,-151376,-84.7,843703,417,2073,20190630,2019,"액션,코미디,SF","크리스 헴스워스,테사 톰슨,리암 니슨,엠마 톰슨",F. 게리 그레이,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트
1,1,36,OLD,20196309,스파이더맨: 파 프롬 홈,2019-07-02,39000945110,68.2,38992385110,455518.5,39009505110,4521200,4520344,528077.6,4522056,2142,65859,20190707,2019,"액션,어드벤처,코미디,SF","톰 홀랜드,사무엘 L. 잭슨,젠데이아 콜먼,코비 스멀더스,존 파브로",존 왓츠,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
2,2,-1,OLD,20183867,알라딘,2019-05-23,8049020880,14.1,-4304134680,-34.8,78655463219,950869,-521224,-35.4,9222666,1030,19335,20190707,2019,"어드벤처,가족,판타지","메나 마수드,윌 스미스,나오미 스콧",가이 리치,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
3,3,-1,OLD,20184047,토이 스토리 4,2019-06-20,4404215560,7.7,-4965468990,-53.0,23660360910,532867,-602398,-53.1,2783963,872,14371,20190707,2019,"애니메이션,어드벤처,코미디","톰 행크스,팀 알렌,애니 팟츠,토니 헤일,키아누 리브스",조시 쿨리,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
4,4,0,OLD,20183782,기생충,2019-05-30,1656905300,2.9,-2250152560,-57.6,83518976485,197800,-283849,-58.9,9775781,625,7076,20190707,2019,드라마,"송강호,이선균,조여정,최우식,박소담",봉준호,(주)씨제이이엔엠,
5,5,-2,OLD,20196655,존 윅 3: 파라벨룸,2019-06-26,1508673550,2.6,-3588909720,-70.4,7297709992,177824,-425199,-70.5,853985,761,8949,20190707,2019,"액션,범죄,스릴러","키아누 리브스,할리 베리,로렌스 피쉬번,이안 맥쉐인",채드 스타헬스키,와이드 릴리즈(주) | (주)제이앤씨미디어그룹 | TCO(주)더콘텐츠온,(유)조이앤시네마
6,6,0,OLD,20199951,애나벨 집으로,2019-06-26,874712290,1.5,-1562923400,-64.1,3313877980,107166,-183992,-63.2,398494,577,3998,20190707,2019,"공포(호러),미스터리,스릴러","패트릭 윌슨,베라 파미가,맥케나 그레이스,매디슨 아이스먼",게리 도버먼,워너브러더스 코리아(주),워너브러더스 코리아(주)
7,7,-2,OLD,20198453,롱 리브 더 킹: 목포 영웅,2019-06-19,408308070,0.7,-2370840550,-85.3,9098086230,52138,-291456,-84.8,1076594,534,3422,20190707,2019,"액션,드라마","김래원,원진아,진선규,최귀화,주진모",강윤성,메가박스중앙(주) 플러스엠 엔터테인먼트 | (주)콘텐츠지오,
8,8,0,OLD,20190273,천로역정: 천국을 찾아서,2019-06-13,210244790,0.4,-188151640,-47.2,1731193650,28575,-25130,-46.8,228366,115,703,20190707,2019,"애니메이션,어드벤처",,로버트 페르난데스,(재)CBS | 주식회사 마운틴픽쳐스,(재)CBS
9,9,-2,OLD,20182585,비스트,2019-06-26,172247260,0.3,-1197513780,-87.4,1573013300,21669,-152226,-87.5,199009,539,2446,20190707,2019,"범죄,스릴러","이성민,유재명,전혜진,최다니엘,김호정",이정호,(주)넥스트엔터테인먼트월드(NEW),
10,10,4,OLD,20192591,BIFAN2019 판타스틱 단편 걸작선 1, ,91200000,0.2,32400000,55.1,150000000,15200,5400,55.1,25000,5,78,20190707,2019,기타,,,,
1,1,0,OLD,20196309,스파이더맨: 파 프롬 홈,2019-07-02,18707068730,50.6,-20293876380,-52.0,57716573840,2163781,-2357419,-52.1,6685837,1901,61809,20190714,2019,"액션,어드벤처,코미디,SF","톰 홀랜드,사무엘 L. 잭슨,젠데이아 콜먼,코비 스멀더스,존 파브로",존 왓츠,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
2,2,0,OLD,20183867,알라딘,2019-05-23,8049177260,21.8,156380,0.0,86704640479,938648,-12221,-1.3,10161314,976,20265,20190714,2019,"어드벤처,가족,판타지","메나 마수드,윌 스미스,나오미 스콧",가이 리치,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
3,3,0,OLD,20184047,토이 스토리 4,2019-06-20,3062666940,8.3,-1341548620,-30.5,26723027850,367361,-165506,-31.1,3151324,784,11025,20190714,2019,"애니메이션,어드벤처,코미디","톰 행크스,팀 알렌,애니 팟츠,토니 헤일,키아누 리브스",조시 쿨리,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
4,4,18,OLD,20185353,기방도령,2019-07-10,1790462140,4.8,1767296140,7628.8,1816098140,217361,214787,8344.5,220182,625,10844,20190714,2019,"코미디,사극","이준호,정소민,최귀화,예지원,공명",남대중,판씨네마(주),
5,5,-1,OLD,20183782,기생충,2019-05-30,1097073240,3.0,-559832060,-33.8,84616049725,145529,-52271,-26.4,9921310,488,5305,20190714,2019,드라마,"송강호,이선균,조여정,최우식,박소담",봉준호,(주)씨제이이엔엠,
6,6,55,OLD,20185986,진범,2019-07-10,913786600,2.5,911140600,34434.6,922196600,105676,105382,35844.2,106756,224,4230,20190714,2019,스릴러,"송새벽,유선,장혁진,오민석,윤송아",고정욱,(주)리틀빅픽쳐스,
7,7,20,OLD,20191601,극장판 엉덩이 탐정: 화려한 사건 수첩,2019-07-11,801143520,2.2,790424520,7374.1,811862520,100054,98863,8300.8,101245,561,3049,20190714,2019,애니메이션,"김은아,소연,홍진욱,남도형,이장원",히라야마 미호,(주)넥스트엔터테인먼트월드(NEW),에스엠지홀딩스 주식회사
8,8,-2,OLD,20199951,애나벨 집으로,2019-06-26,495955050,1.3,-378757240,-43.3,3809833030,60543,-46623,-43.5,459037,262,2182,20190714,2019,"공포(호러),미스터리,스릴러","패트릭 윌슨,베라 파미가,맥케나 그레이스,매디슨 아이스먼",게리 도버먼,워너브러더스 코리아(주),워너브러더스 코리아(주)
9,9,-4,OLD,20196655,존 윅 3: 파라벨룸,2019-06-26,508652710,1.4,-1000020840,-66.3,7806362702,59459,-118365,-66.6,913444,495,3404,20190714,2019,"액션,범죄,스릴러","키아누 리브스,할리 베리,로렌스 피쉬번,이안 맥쉐인",채드 스타헬스키,와이드 릴리즈(주) | (주)제이앤씨미디어그룹 | TCO(주)더콘텐츠온,(유)조이앤시네마
10,10,37,OLD,20192151,미드소마,2019-07-11,422374980,1.1,417380480,8356.8,427369480,45182,44657,8506.1,45707,388,2697,20190714,2019,,,,(주)팝엔터테인먼트,찬란
1,1,27,OLD,20175771,라이온 킹,2019-07-17,20576999360,52.6,20553395360,87075.9,20600603360,2273784,2272012,128217.4,2275556,1936,50005,20190721,2019,"어드벤처,드라마,가족","도날드 글로버,비욘세 놀즈,제임스 얼 존스,치웨텔 에지오포,세스 로건",존 파브로,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
2,2,-1,OLD,20196309,스파이더맨: 파 프롬 홈,2019-07-02,6921219200,17.7,-11785849530,-63.0,64637793040,813193,-1350588,-62.4,7499030,1571,31462,20190721,2019,"액션,어드벤처,코미디,SF","톰 홀랜드,사무엘 L. 잭슨,젠데이아 콜먼,코비 스멀더스,존 파브로",존 왓츠,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
3,3,-1,OLD,20183867,알라딘,2019-05-23,6702984680,17.1,-1346192580,-16.7,93407625159,782186,-156462,-16.7,10943500,958,18502,20190721,2019,"어드벤처,가족,판타지","메나 마수드,윌 스미스,나오미 스콧",가이 리치,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
4,4,-1,OLD,20184047,토이 스토리 4,2019-06-20,1135753680,2.9,-1926913260,-62.9,27858781530,137058,-230303,-62.7,3288382,615,5600,20190721,2019,"애니메이션,어드벤처,코미디","톰 행크스,팀 알렌,애니 팟츠,토니 헤일,키아누 리브스",조시 쿨리,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
5,5,0,OLD,20183782,기생충,2019-05-30,563194220,1.4,-533879020,-48.7,85179243945,80008,-65521,-45.0,10001318,374,2815,20190721,2019,드라마,"송강호,이선균,조여정,최우식,박소담",봉준호,(주)씨제이이엔엠,
6,6,-2,OLD,20185353,기방도령,2019-07-10,447515300,1.1,-1342946840,-75.0,2263613440,57826,-159535,-73.4,278008,569,5085,20190721,2019,"코미디,사극","이준호,정소민,최귀화,예지원,공명",남대중,판씨네마(주),
7,7,-1,OLD,20185986,진범,2019-07-10,421210500,1.1,-492576100,-53.9,1343407100,50637,-55039,-52.1,157393,206,3486,20190721,2019,스릴러,"송새벽,유선,장혁진,오민석,윤송아",고정욱,(주)리틀빅픽쳐스,
8,8,90,OLD,20192222,사일런스,2019-07-17,375264882,1.0,373734882,24427.1,376794882,43032,42862,25212.9,43202,456,4135,20190721,2019,"공포(호러),스릴러","스탠리 투치,미란다 오토",존 R. 레오네티,(주)이수C&E,(주)스톰픽쳐스코리아 | (주)팀원픽쳐스
9,9,-2,OLD,20191601,극장판 엉덩이 탐정: 화려한 사건 수첩,2019-07-11,198455880,0.5,-602687640,-75.2,1010318400,25855,-74199,-74.2,127100,292,1577,20190721,2019,애니메이션,"김은아,소연,홍진욱,남도형,이장원",히라야마 미호,(주)넥스트엔터테인먼트월드(NEW),에스엠지홀딩스 주식회사
10,10,0,OLD,20192151,미드소마,2019-07-11,209452348,0.5,-212922632,-50.4,636821828,23329,-21853,-48.4,69036,348,1633,20190721,2019,,,,(주)팝엔터테인먼트,찬란
1,1,0,OLD,20175771,라이온 킹,2019-07-17,12632253420,36.7,-7944745940,-38.6,33232856780,1431137,-842647,-37.1,3706693,1699,44549,20190728,2019,"어드벤처,드라마,가족","도날드 글로버,비욘세 놀즈,제임스 얼 존스,치웨텔 에지오포,세스 로건",존 파브로,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
2,2,13,OLD,20182490,나랏말싸미,2019-07-24,6219086673,18.1,6107451673,5470.9,6336361673,741163,727820,5454.7,755446,1211,27630,20190728,2019,사극,"송강호,박해일,전미선,강수호,유용재",조철현,메가박스중앙(주) 플러스엠 엔터테인먼트,
3,3,0,OLD,20183867,알라딘,2019-05-23,6165006120,17.9,-537978560,-8.0,99572631279,718497,-63689,-8.1,11661997,1015,20256,20190728,2019,"어드벤처,가족,판타지","메나 마수드,윌 스미스,나오미 스콧",가이 리치,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
4,4,-2,OLD,20196309,스파이더맨: 파 프롬 홈,2019-07-02,3165777020,9.2,-3755442180,-54.3,67803570060,373631,-439562,-54.1,7872661,834,15331,20190728,2019,"액션,어드벤처,코미디,SF","톰 홀랜드,사무엘 L. 잭슨,젠데이아 콜먼,코비 스멀더스,존 파브로",존 왓츠,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
5,5,35,OLD,20198323,레드슈즈,2019-07-25,1667371600,4.8,1658101600,17886.7,1698466600,206262,205232,19925.4,209750,717,5181,20190728,2019,"애니메이션,코미디,판타지,어드벤처,멜로/로맨스","클로이 모레츠,샘 클라플린,지나 거손,패트릭 워버튼,짐 래쉬",홍성호,(주)넥스트엔터테인먼트월드(NEW),
6,6,21,OLD,20192725,명탐정 코난: 감청의 권,2019-07-24,1321065497,3.8,1294180697,4813.8,1347950297,165059,162353,5999.7,167765,602,6119,20190728,2019,애니메이션,"타카야마 미나미,야마자키 와카나,코야마 리키야,야마구치 캇페이",나가오카 치카,(주)씨제이이엔엠,(주)씨제이이엔엠
7,7,4,OLD,20190002,롱 샷,2019-07-24,934531637,2.7,721291917,338.3,1279412357,104381,81158,349.5,142784,454,5047,20190728,2019,코미디,"샤를리즈 테론,세스 로건",조나단 레빈,TCO(주)더콘텐츠온 | (주)제이앤씨미디어그룹,(유)조이앤시네마
8,8,-4,OLD,20184047,토이 스토리 4,2019-06-20,560640580,1.6,-575113100,-50.6,28419422110,67425,-69633,-50.8,3355807,358,2459,20190728,2019,"애니메이션,어드벤처,코미디","톰 행크스,팀 알렌,애니 팟츠,토니 헤일,키아누 리브스",조시 쿨리,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
9,9,-4,OLD,20183782,기생충,2019-05-30,343456850,1.0,-219737370,-39.0,85522700795,40525,-39483,-49.3,10041843,212,1451,20190728,2019,드라마,"송강호,이선균,조여정,최우식,박소담",봉준호,(주)씨제이이엔엠,
10,10,55,OLD,20180442,사자,2019-07-31,141533100,0.4,138259100,4222.9,144807100,15897,15475,3667.1,16319,18,75,20190728,2019,"미스터리,액션,판타지,공포(호러)","박서준,안성기,우도환,김근영,손우진",김주환,롯데컬처웍스(주)롯데엔터테인먼트,
1,1,13,OLD,20184621,엑시트,2019-07-31,24578945665,43.7,24493655165,28717.9,24716098165,2943496,2933399,29052.2,2960177,1660,38742,20190804,2019,"코미디,액션","조정석,임윤아,설도희,최재영,고두심",이상근,(주)씨제이이엔엠,
2,2,8,OLD,20180442,사자,2019-07-31,9059935325,16.1,8918402225,6301.3,9204742425,1149974,1134077,7133.9,1166293,1405,26213,20190804,2019,"미스터리,액션,판타지,공포(호러)","박서준,안성기,우도환,김근영,손우진",김주환,롯데컬처웍스(주)롯데엔터테인먼트,
3,3,-2,OLD,20175771,라이온 킹,2019-07-17,6309877780,11.2,-6322375640,-50.0,39542734560,793501,-637636,-44.6,4500194,1311,21768,20190804,2019,"어드벤처,드라마,가족","도날드 글로버,비욘세 놀즈,제임스 얼 존스,치웨텔 에지오포,세스 로건",존 파브로,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
4,4,16,OLD,20183844,마이펫의 이중생활 2,2019-07-31,4810253265,8.6,4762998265,10079.4,4857580265,632403,626873,11335.9,637941,933,14401,20190804,2019,"애니메이션,어드벤처,코미디","패튼 오스왈트,케빈 하트,에릭 스톤스트릿,제니 슬레이트,티파니 해디쉬",크리스 리노드,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
5,5,-2,OLD,20183867,알라딘,2019-05-23,4654726370,8.3,-1510279750,-24.5,104227357649,569057,-149440,-20.8,12231054,936,13706,20190804,2019,"어드벤처,가족,판타지","메나 마수드,윌 스미스,나오미 스콧",가이 리치,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
6,6,-1,OLD,20198323,레드슈즈,2019-07-25,2419074800,4.3,751703200,45.1,4117541400,317593,111331,54.0,527343,673,7127,20190804,2019,"애니메이션,코미디,판타지,어드벤처,멜로/로맨스","클로이 모레츠,샘 클라플린,지나 거손,패트릭 워버튼,짐 래쉬",홍성호,(주)넥스트엔터테인먼트월드(NEW),
7,7,-5,OLD,20182490,나랏말싸미,2019-07-24,1331563190,2.4,-4887523483,-78.6,7667924863,175552,-565611,-76.3,930998,908,10421,20190804,2019,사극,"송강호,박해일,전미선,강수호,유용재",조철현,메가박스중앙(주) 플러스엠 엔터테인먼트,
8,8,-4,OLD,20196309,스파이더맨: 파 프롬 홈,2019-07-02,1002553380,1.8,-2163223640,-68.3,68806123440,123996,-249635,-66.8,7996657,641,4837,20190804,2019,"액션,어드벤처,코미디,SF","톰 홀랜드,사무엘 L. 잭슨,젠데이아 콜먼,코비 스멀더스,존 파브로",존 왓츠,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
9,9,-3,OLD,20192725,명탐정 코난: 감청의 권,2019-07-24,356509953,0.6,-964555544,-73.0,1704460250,46720,-118339,-71.7,214485,511,2408,20190804,2019,애니메이션,"타카야마 미나미,야마자키 와카나,코야마 리키야,야마구치 캇페이",나가오카 치카,(주)씨제이이엔엠,(주)씨제이이엔엠
10,10,-3,OLD,20190002,롱 샷,2019-07-24,347133490,0.6,-587398147,-62.9,1626545847,41957,-62424,-59.8,184741,454,2121,20190804,2019,코미디,"샤를리즈 테론,세스 로건",조나단 레빈,TCO(주)더콘텐츠온 | (주)제이앤씨미디어그룹,(유)조이앤시네마
1,1,0,OLD,20184621,엑시트,2019-07-31,23887694737,42.9,-691250928,-2.8,48603792902,2818350,-125146,-4.3,5778527,1556,51445,20190811,2019,"코미디,액션","조정석,임윤아,설도희,최재영,고두심",이상근,(주)씨제이이엔엠,
2,2,11,OLD,20184462,봉오동 전투,2019-08-07,17322980393,31.1,17217040173,16251.7,17428920613,2020973,2009627,17712.2,2032319,1476,30460,20190811,2019,"사극,액션,드라마","유해진,류준열,조우진,키타무라 카즈키,이케우치 히로유키",원신연,(주)쇼박스,
3,3,-1,OLD,20180442,사자,2019-07-31,3041239180,5.5,-6018696145,-66.4,12245981605,361433,-788541,-68.6,1527726,1044,15881,20190811,2019,"미스터리,액션,판타지,공포(호러)","박서준,안성기,우도환,김근영,손우진",김주환,롯데컬처웍스(주)롯데엔터테인먼트,
4,4,0,OLD,20183844,마이펫의 이중생활 2,2019-07-31,2279153620,4.1,-2531099645,-52.6,7136733885,295572,-336831,-53.3,933513,782,10101,20190811,2019,"애니메이션,어드벤처,코미디","패튼 오스왈트,케빈 하트,에릭 스톤스트릿,제니 슬레이트,티파니 해디쉬",크리스 리노드,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
5,5,49,OLD,20193275,브링 더 소울 : 더 무비,2019-08-07,2363896100,4.2,2358946100,47655.5,2368846100,273614,273164,60703.1,274064,569,7088,20190811,2019,기타,"김남준,김석진,민윤기,정호석,박지민",박준수,씨지브이 아이스콘 | 월트디즈니컴퍼니코리아 유한책임회사,
6,6,-1,OLD,20183867,알라딘,2019-05-23,1763511440,3.2,-2891214930,-62.1,105990869089,209228,-359829,-63.2,12440282,679,6803,20190811,2019,"어드벤처,가족,판타지","메나 마수드,윌 스미스,나오미 스콧",가이 리치,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
7,7,-4,OLD,20175771,라이온 킹,2019-07-17,1508749580,2.7,-4801128200,-76.1,41051484140,184053,-609448,-76.8,4684247,811,7531,20190811,2019,"어드벤처,드라마,가족","도날드 글로버,비욘세 놀즈,제임스 얼 존스,치웨텔 에지오포,세스 로건",존 파브로,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
8,8,-2,OLD,20198323,레드슈즈,2019-07-25,1048684410,1.9,-1370390390,-56.6,5166225810,136423,-181170,-57.0,663766,521,4066,20190811,2019,"애니메이션,코미디,판타지,어드벤처,멜로/로맨스","클로이 모레츠,샘 클라플린,지나 거손,패트릭 워버튼,짐 래쉬",홍성호,(주)넥스트엔터테인먼트월드(NEW),
9,9,11,OLD,20191741,앵그리 버드 2: 독수리 왕국의 침공,2019-08-07,994639333,1.8,948902333,2074.7,1040376333,129448,124367,2447.7,134529,512,4497,20190811,2019,"애니메이션,액션","제이슨 서디키스,조시 게드,대니 맥브라이드,피터 딘클리지,아콰피나",서럽 밴 오먼,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
10,10,20,OLD,20190741,김복동,2019-08-08,232571140,0.4,220873940,1888.3,252440340,27053,25617,1783.9,29397,366,2110,20190811,2019,다큐멘터리,한지민,송원근,(주)엣나인필름,
1,1,75,OLD,20196850,분노의 질주: 홉스&쇼,2019-08-14,18238743485,31.9,18235943485,651283.7,18241543485,2029928,2029728,1014864.0,2030128,1311,30246,20190818,2019,액션,"드웨인 존슨,제이슨 스타뎀,이드리스 엘바,바네사 커비",데이빗 레이치,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
2,2,0,OLD,20184462,봉오동 전투,2019-08-07,16252772215,28.4,-1070208178,-6.2,33681692828,1907655,-113318,-5.6,3939974,1430,37562,20190818,2019,"사극,액션,드라마","유해진,류준열,조우진,키타무라 카즈키,이케우치 히로유키",원신연,(주)쇼박스,
3,3,-2,OLD,20184621,엑시트,2019-07-31,15067153100,26.3,-8820541637,-36.9,63670946002,1770241,-1048109,-37.2,7548768,1365,38491,20190818,2019,"코미디,액션","조정석,임윤아,설도희,최재영,고두심",이상근,(주)씨제이이엔엠,
4,4,21,OLD,20182241,"안녕, 티라노: 영원히, 함께",2019-08-14,1098611420,1.9,1078959420,5490.3,1156063420,137980,135263,4978.4,145124,512,3997,20190818,2019,애니메이션,"시영준,정혜원,이세은,이현,김지혜",시즈노 코분,(주)넥스트엔터테인먼트월드(NEW),
5,5,-1,OLD,20183844,마이펫의 이중생활 2,2019-07-31,981569490,1.7,-1297584130,-56.9,8118303375,128076,-167496,-56.7,1061589,574,4003,20190818,2019,"애니메이션,어드벤처,코미디","패튼 오스왈트,케빈 하트,에릭 스톤스트릿,제니 슬레이트,티파니 해디쉬",크리스 리노드,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
